EventName,Distance_GPc,Coal_Time,Coal_Phase,Declination,RightAscension,Inclination,Mass1,Mass2,Spin_a1,Spin_a2,cos_t1,cos_t2,Polarization
GW340101,1.7558083479038105,47.038804801111446,4.438909458510953,1.4226060913980105,5.77266106391382,0.9519004668647295,24.703791682713508,22.807122084575067,0.03799619425411524,0.24416313986048246,-0.47879208070761525,-0.3488273570387028,3.3569787303177794
GW340103,1.7866637770608504,356.6286761345321,4.538456324471042,-0.2932052688174105,0.7985042500223148,0.41523982935362763,25.94992596667797,24.29649847421218,0.23365024100877335,0.44894029747275965,0.5590701694242803,-0.8303179957597174,5.737819442991804
GW340103,1.7362273043725274,174.43876663690838,3.5870557532220566,-1.2273719686402522,3.175617640852781,0.32890414146584074,19.5638658969134,17.19702803175118,0.14251144678241978,0.39732629906366435,0.9172891405766832,-0.1538043240342114,2.8992232276691015
GW340103,1.705775317332156,18.14170118660119,1.9779910735989916,-1.421904247772305,6.271485013509983,1.3878279423042725,33.89419560176311,32.34880399173239,0.1998080792332934,0.18684799792838636,0.5440838013547914,0.2748167177574823,1.4683056286886034
GW340104,2.019689283838046,895.836483321022,0.7527901271796451,1.5160606968425006,1.6936430057032938,2.1786104318212005,40.97220739268768,40.18727497008027,0.04360098253161418,0.3376093645096371,-0.5067510320666468,0.32454658092330935,0.43188117060880976
GW340104,1.8735010966288888,942.3071390477957,2.034138434055206,-0.1275945552696025,3.9255682531212415,2.9552856230858198,16.662370854741653,15.623858854512006,0.14520151296922654,0.23418165498483023,0.33981532812895,0.02227473887205339,6.006467748057776
GW340104,1.240733184348425,399.77354936582833,5.655331526118771,0.5021775770305026,3.153912969172774,0.3758901319716493,17.02336330621129,16.060332638578057,0.03404512211658972,0.15377109975705497,-0.8161357365732598,0.025256722777281415,5.467768403455815
GW340104,2.1803581480097325,4.548719637622822,3.8733173211202603,0.06631229486871604,1.100111220113435,0.8447418133643682,27.49361034819573,25.404450444533335,0.4233036662834434,0.22027039778247562,0.6727922728425207,-0.40892910923431913,1.8277244789879068
GW340104,2.1190206955348128,586.0332425419675,5.349247937821413,0.7785664161026502,3.641621070529277,0.5407515587439324,18.87703709007883,15.901758853857611,0.19640996128334445,0.21960416871823812,0.06279074740579582,-0.14814557953755825,5.066011005709353
GW340104,1.6616373500002664,128.23317780013699,1.786678054415161,0.04071586538902294,3.680602616444819,0.30420616513350407,37.30747366258323,33.20472912171028,0.0065150345877686144,0.18903191685989665,-0.08568672438602759,0.45531866664628695,5.432549103344212
GW340105,1.5702813179525528,572.368179211655,0.18256026076954712,0.104338257203056,5.680133981151651,2.8085216079526445,21.901254790854395,21.5382964717811,0.1610019795226824,0.39500243606483143,-0.5822830792497928,-0.397946036407543,0.6874794449495721
GW340106,1.160606904348342,147.41780197416455,5.6569969620985905,-1.1171113891268396,5.36203643882221,0.8127922668244989,46.736505866554346,44.45063863013448,0.08191636148963649,0.14928545257112588,-0.22209746245345313,0.12663556852243618,5.7943808064779825
GW340106,1.7950376833826491,616.7406375729148,2.833981989162042,-0.832540099011297,2.248815078974709,0.5781973710950321,23.956495010848684,18.13341580433057,0.060501356584707705,0.24109382341823887,0.6567009315987355,0.28545458585253114,0.06529693373348103
GW340106,1.852754965779188,396.7137685554958,0.2097939223348393,-0.4588682615571813,3.996150633919672,0.5394491547552485,34.659231513161224,27.84970860937282,0.11290514766987919,0.07860046903249782,0.3675637981874628,0.09634393073897773,1.9049083905929403
GW340106,1.1212478057575201,689.6103751940118,3.293102111662271,-0.6563382381068822,2.2345086970819725,0.29293144582196756,33.37649315837491,32.138006670139134,0.2266821195406996,0.07906992061703982,-0.12453842405220372,-0.7509658623223376,5.867948499541492
GW340107,1.374518276042228,705.7534688619141,5.034653845654163,-1.217243185047017,2.518992001667737,0.7528637049196598,33.1532130286605,30.509728237537548,0.1665397642231582,0.12945841556350904,0.8398515188482082,-0.75446478841279,5.190831983301838
GW340108,1.1102913443599591,607.0553588828321,1.0965108861527562,-1.0240816705656397,3.2970161468945154,0.1050157749792049,35.89176420638608,34.369871114728916,0.11591046743125116,0.06584552498572177,0.8071952566204942,0.7574491643195266,5.080765751815566
GW340108,0.9379477539275423,371.68237303957073,0.8364843514304827,1.4943221076707927,3.698171049793032,0.6432192752163374,23.26090404622693,20.134818400125138,0.11529644444763298,0.09722617736209574,-0.47600092378808867,0.5749635480410122,1.2078226895767987
GW340108,1.802219300041821,169.5697283648584,2.050702919876938,0.2978465408704434,5.1340035456786595,0.16691428735976738,33.498620777984385,32.01813068651563,0.07272158860061056,0.19395122377662072,0.44204194218071435,0.06300478135926862,5.336208561683724
GW340108,2.1800233882739395,354.1316745699314,4.57373189654881,0.4564949769266602,6.162542896227248,2.1570482363467605,7.56844689460727,5.3462751996611315,0.08905121897022361,0.22597309452202213,0.4707996741602837,-0.05306653482488072,1.4066549235354964
GW340109,2.077882965406121,116.65991781100038,4.3436911633734505,-0.5958732366729437,4.109242637531564,3.111966101757199,25.705737912290875,21.826854074795985,0.1924403030070268,0.16352782372047522,-0.9548039819186026,-0.6672056539222472,0.10050744914195707
GW340109,1.6909863768716211,365.1311816111692,4.113199660937543,-0.19149989226878428,0.12435430350264097,1.3361517673320324,9.152769293778505,8.248009611146008,0.15897439600091126,0.0812016969127175,0.5091244796978203,0.7334414690794897,3.984853909100991
GW340109,1.755209573523563,310.709473308642,0.9807968416552357,-0.5535980272032828,5.987259915181345,0.7789883428164733,36.336039040940236,27.662832548334208,0.23291570969307812,0.21238832818408185,0.24081313471494514,-0.7990790179029476,1.4143504485059737
GW340109,2.0091679783740855,750.303714009486,2.3018251921097934,-0.3869587338969307,0.07601144224181373,0.7768013925701205,19.78043635077608,15.119555168183037,0.005978299724895164,0.49936649870771227,-0.6029625497207214,0.3453796050093792,3.0864628125533793
GW340109,2.15446556896867,101.98535169104406,0.26443799232362114,-0.9462460870682832,4.071751903213046,2.718531211681208,10.410309691286844,7.620359221491836,0.04586111391171127,0.19271498337906764,0.765274498157768,-0.42734442167944087,3.873183117754058
GW340109,2.0403514081642213,962.380937550577,2.8312586493328427,-0.20289861102116835,0.30126400586806334,0.22042369434886974,39.42692453432166,38.73752949166889,0.10691519727223867,0.3069778253362795,0.5098516060934908,0.4500017535226748,1.4991543871257085
GW340111,2.1458721181312277,756.3248850524474,3.196377807355192,1.0064744457726817,2.933648809418264,1.8492974638113904,22.51374910808039,21.217811156327983,0.039157603354909615,0.16840675904340252,-0.1299014567073558,-0.6800267654563512,5.730355614923176
GW340111,1.8386680593289166,444.65633441424603,2.857313118470146,0.5062316114464056,2.5635109605998965,1.1135759018702331,7.954496677830247,6.838055039182552,0.24613230484776333,0.464032161773959,-0.6682541464047108,-0.2562802958743561,4.513377092489689
GW340111,1.9481028507574163,74.03985230357657,3.9963095508420694,1.4281609369681285,3.5000347401964347,0.7970462862531497,26.460607853853087,23.684469473391943,0.17564460631145026,0.061591376113923346,0.7083650688377444,0.608330945460334,1.1890279664985524
GW340111,1.7507588574757749,791.7051905296456,0.14047461160614694,0.055123499095291795,1.2081861286907987,2.526712088357239,20.939855988999362,19.09022720446746,0.2063024889565061,0.11286945327811179,-0.5977784139473454,-0.4111821186268685,3.1375085364959245
GW340111,1.397522811803537,474.07830548801655,3.4969197324771377,-1.0467332729746959,3.598365302825658,0.5441919895262693,21.26132930845932,16.68279285894924,0.12218232659842138,0.206454515421016,0.5678591350936668,0.8256764210122951,4.798481914657327
GW340112,1.627163745690088,981.61059658974,1.9432781547010975,1.315796274747294,2.5483303286099273,2.3372133381593847,47.10167871460956,42.86338856740063,0.09929818532347376,0.20146663374136692,0.36715815254224027,-0.9005688044439315,2.5142135492129936
GW340113,1.4067077111261408,35.96350832703021,5.656343872911307,-0.24656408949787623,1.3490570288709365,1.7045887197467842,10.170101008976395,8.545641968148553,0.2172099974719105,0.2584852150467589,-0.7277560125996237,0.8093819626083649,3.029359075089168
GW340113,1.1351934637545276,257.6496288074376,1.5627698411152005,-0.9460357788671618,1.7075885468722978,0.09707815957543964,38.24768344930849,34.82892880639375,0.01861371798264888,0.21322679820727103,0.8643139966721181,-0.7216262157676125,2.5647177611491645
GW340113,2.172904012459891,519.9436023840593,5.666596032338057,-0.013361756817648285,4.320692654290118,0.53818268034578,20.823065464474354,16.800060001301546,0.2868723702447894,0.03995156465989283,0.9410983881327665,0.26068456791423456,4.4672569236152295
GW340113,1.2928946408672608,968.7118253252378,5.5601542042745296,-0.3240098360942887,3.387329472978469,1.0051387579941466,26.958298880009995,24.76163142596933,0.4330249251670754,0.04857923540348125,0.05818027865014952,0.3417082359403399,4.042219878857773
GW340113,2.191322790562712,146.8226605163314,5.464377147481143,1.0076175955401303,0.9312744474657177,0.8402138698331019,14.500635385323532,13.124320406212917,0.16776857457000618,0.2036452855292128,0.7778273315086885,-0.4244372214352572,1.6760025060364652
GW340114,2.194705338417043,23.88106892948294,4.238580811964302,0.7718101887432733,5.453666473358913,1.2375486114305345,34.14872756027515,31.600709655847776,0.28690360796895126,0.044478422183594574,0.03555865379416984,0.9007662147273517,0.682777220532848
GW340114,1.7990252332358787,391.79572269230835,2.158858617914197,-0.33329751847653855,5.706073605375276,0.6838477131923885,33.26999120299766,27.839040492857887,0.18206910015258362,0.03808413973295491,0.1369194237828567,-0.10423738784158415,4.410618534552847
GW340115,2.111680299194409,247.83590113870736,3.3126375392234495,-0.22410991011955628,3.496244054484938,2.3906155886516496,21.52128795025324,19.754171146986756,0.0073499270311691844,0.02327651266076386,0.8897148444173433,-0.836407558476719,1.1195217152288515
GW340115,2.036829780998376,504.6432144841304,3.262108495215865,-0.44124262172575257,0.8824588688825853,0.2339724674634052,33.20582636026198,32.001727984972796,0.2321422867959132,0.3944492544022331,-0.7924412720744247,-0.12109827268443996,0.5924232486704786
GW340115,1.6783698351920926,330.50118751667156,6.2714276607094455,-1.3446924194406453,0.9708577808275293,2.1722974178190246,25.207225671503004,21.904961694900173,0.17255375019801622,0.15365556618944923,0.4272619418700633,-0.36211942410260733,2.5514506168010986
GW340115,1.2829555654128477,157.55660452482812,4.591815839617997,0.6971542726910558,1.9017941324697902,2.4423979923849988,8.08498058723453,6.311082444654851,0.21308600750350565,0.26901416186720595,-0.20376054709414235,-0.7128368764964799,0.8219049889705905
